t,value
1505319215,8.640000000000001E-4
1505319220,2.1212121212121215E-4
1505319225,0.0
1505319230,0.0
1505319235,0.0
1505319240,2.7272727272727274E-4
1505319245,5.25E-4
1505319250,2.307692307692308E-4
1505319255,2.307692307692308E-4
1505319260,9.279999999999999E-4
1505319265,4.615384615384616E-4
1505319270,0.0014666666666666667
1505319275,0.0012237623762376237
1505319280,8.24E-4
1505319285,0.0016999999999999997
1505319290,4.118811881188119E-4
1505319295,6.090909090909091E-4
1505319300,0.0
1505319305,0.0
1505319310,4.0E-4
1505319315,0.0
1505319320,2.5882352941176474E-4
1505319325,8.640000000000001E-4
1505319330,0.0012452830188679246
1505319335,0.0014823529411764707
1505319340,6.230769230769231E-4
1505319345,0.0
1505319350,0.0
1505319355,0.0
1505319360,0.0
1505319365,8.181818181818182E-4
1505319370,0.0
1505319375,4.615384615384616E-4
1505319380,2.307692307692308E-4
1505319385,4.615384615384616E-4
1505319390,2.307692307692308E-4
1505319395,6.51063829787234E-4
1505319400,0.0012235294117647058
1505319405,0.0011885714285714284
1505319410,6.178217821782179E-4
1505319415,0.0014
1505319420,1.9767441860465116E-4
1505319425,0.0
1505319430,0.0
1505319435,0.0
1505319440,0.0
1505319445,0.0
1505319450,0.0
1505319455,2.076923076923077E-4
1505319460,0.0
1505319465,4.230769230769231E-4
1505319470,0.0
1505319475,0.0
1505319480,0.0
1505319485,0.0
1505319490,0.0
1505319495,0.0
1505319500,0.0
1505319505,2.3199999999999997E-4
1505319510,2.3199999999999997E-4
1505319515,4.615384615384616E-4
1505319520,4.4848484848484854E-4
1505319525,4.079207920792079E-4
1505319530,2.0E-4
1505319535,2.0594059405940594E-4
1505319540,1.9999999999999998E-4
1505319545,0.0010297029702970298
1505319550,0.0
1505319555,0.0
1505319560,4.0E-4
1505319565,0.0
1505319570,0.0
1505319575,2.1600000000000002E-4
1505319580,2.1153846153846155E-4
1505319585,2.1176470588235295E-4
1505319590,0.0
1505319595,0.0
1505319600,0.0
1505319605,0.0
1505319610,0.0
1505319615,3.0E-4
1505319620,0.0
1505319625,0.0
1505319630,2.307692307692308E-4
1505319635,0.0
1505319640,4.461538461538462E-4
1505319645,2.2424242424242427E-4
1505319650,0.0
1505319655,1.9439252336448596E-4
1505319660,5.942857142857142E-4
1505319665,8.237623762376238E-4
1505319670,0.0
1505319675,0.0
1505319680,0.0
1505319685,4.0E-4
1505319690,0.0
1505319695,0.0
1505319700,0.0
1505319705,2.0377358490566037E-4
1505319710,0.0
1505319715,0.0
1505319720,4.230769230769231E-4
1505319725,0.0
1505319730,0.0
1505319735,0.0
1505319740,0.0
1505319745,0.0
1505319750,2.3199999999999997E-4
1505319755,2.3199999999999997E-4
1505319760,2.307692307692308E-4
1505319765,2.3199999999999997E-4
1505319770,2.19047619047619E-4
1505319775,2.0E-4
1505319780,0.0010196078431372547
1505319785,5.831775700934579E-4
1505319790,5.942307692307692E-4
1505319795,0.0010333333333333332
1505319800,4.0E-4
1505319805,0.0
1505319810,0.0
1505319815,0.0
1505319820,0.0
1505319825,8.307692307692308E-4
1505319830,2.1600000000000002E-4
1505319835,0.0
1505319840,4.3137254901960784E-4
1505319845,2.0377358490566037E-4
1505319850,0.0
1505319855,0.0
1505319860,0.0
1505319865,0.0
1505319870,0.0
1505319875,2.3478260869565215E-4
1505319880,0.0
1505319885,0.0
1505319890,2.3199999999999997E-4
1505319895,0.0
1505319900,2.082474226804124E-4
1505319905,4.1616161616161616E-4
1505319910,4.078431372549019E-4
1505319915,6.058252427184466E-4
1505319920,0.0013865384615384614
1505319925,4.0E-4
1505319930,0.0
1505319935,0.0
1505319940,0.0
1505319945,0.0
1505319950,2.1666666666666666E-4
1505319955,0.0
1505319960,2.0377358490566037E-4
1505319965,2.1153846153846155E-4
1505319970,2.1600000000000002E-4
1505319975,0.0
1505319980,0.0
1505319985,2.7272727272727274E-4
1505319990,2.7272727272727274E-4
1505319995,0.0
1505320000,0.0
1505320005,4.4444444444444447E-4
1505320010,0.0
1505320015,2.3199999999999997E-4
1505320020,0.0
1505320025,0.001253932584269663
1505320030,6.178217821782179E-4
1505320035,8.0E-4
1505320040,6.178217821782179E-4
1505320045,2.0E-4
1505320050,0.0
1505320055,0.0
1505320060,0.0
1505320065,0.0
1505320070,0.0
1505320075,2.2325581395348838E-4
1505320080,6.479999999999999E-4
1505320085,4.235294117647059E-4
1505320090,0.0
1505320095,2.1153846153846155E-4
1505320100,2.4000000000000003E-4
1505320105,2.7272727272727274E-4
1505320110,0.0
1505320115,3.0E-4
