t,value
1504881466,5.333333333333333E-4
1504881471,4.6399999999999995E-4
1504881476,0.001872727272727273
1504881481,0.0
1504881486,2.1224489795918365E-4
1504881491,0.0
1504881496,0.0
1504881501,0.0016489795918367346
1504881506,0.0
1504881511,4.3200000000000004E-4
1504881516,0.0
1504881521,4.6399999999999995E-4
1504881526,0.0010421052631578945
1504881531,4.333333333333333E-4
1504881536,6.612244897959184E-4
1504881541,0.0
1504881546,2.4545454545454545E-4
1504881551,0.0012551724137931034
1504881556,3.8E-4
1504881561,0.0
1504881566,9.066666666666666E-4
1504881571,2.4166666666666664E-4
1504881576,0.00167710843373494
1504881581,4.615384615384616E-4
1504881586,0.0013170731707317072
1504881591,4.666666666666666E-4
1504881596,0.0
1504881601,0.0010444444444444442
1504881606,4.0E-4
1504881611,2.2702702702702703E-4
1504881616,0.0
1504881621,2.363636363636364E-4
1504881626,4.1975308641975306E-4
1504881631,0.001032258064516129
1504881636,8.8E-4
1504881641,2.4210526315789473E-4
1504881646,2.3478260869565215E-4
1504881651,0.0010465116279069766
1504881656,2.260869565217391E-4
1504881661,8.952380952380952E-4
1504881666,2.333333333333333E-4
1504881671,5.0E-4
1504881676,4.153846153846153E-4
1504881681,2.1142857142857142E-4
1504881686,0.0
