t,value
1504896902,5.454545454545455E-4
1504896907,3.0E-4
1504896912,0.0
1504896917,0.0
1504896922,2.307692307692308E-4
1504896927,6.923076923076923E-4
1504896932,2.307692307692308E-4
1504896937,0.0014399999999999999
1504896942,0.0
1504896947,0.00103
1504896952,4.12E-4
1504896957,8.323232323232323E-4
1504896962,4.078431372549019E-4
1504896967,0.0010348837209302327
1504896972,1.8333333333333334E-4
1504896977,0.0
1504896982,0.0
1504896987,0.0
1504896992,5.666666666666666E-4
1504896997,0.0016941176470588236
1504897002,0.0010784313725490198
1504897007,0.0010576923076923079
1504897012,6.352941176470588E-4
1504897017,6.5E-4
1504897022,0.0
1504897027,0.0
1504897032,0.0
1504897037,0.0
1504897042,0.0
1504897047,0.0
1504897052,4.615384615384616E-4
1504897057,2.3199999999999997E-4
1504897062,0.0
1504897067,4.41025641025641E-4
1504897072,0.001236
1504897077,0.00103
1504897082,8.323232323232323E-4
1504897087,6.121212121212121E-4
1504897092,0.0
1504897097,0.0
1504897102,0.0
1504897107,0.0
1504897112,0.0
1504897117,0.0
1504897122,2.1176470588235295E-4
1504897127,0.0
1504897132,0.0
